Component_ID,RA,DEC,ASKAP_flux,ASKAP_flux_SNR,RA_comp,DEC_comp,Comp_flux,Flux_Ratio_AlphaCorr,Flux_Ratio_NOAlphaCorr
SB74750_component_3a,35.429566,-4.228956,757.7050170898438,1491.5452880859375,35.4295,-4.22911111111111,524.8,1.002625157061443,1.4437976697596109
SB74750_component_5a,30.942597,-8.188414,613.0780029296875,1150.2401123046875,30.942499999999995,-8.188527777777777,397.6,1.0707833736435122,1.541946687448912
SB74750_component_6a,31.98888,-5.454688,643.81201171875,1621.692626953125,31.98895833333333,-5.454888888888888,387.2,1.1546649616693294,1.662737633571152
SB74750_component_7a,36.935206,-6.351758,606.2559814453125,1629.7203369140625,36.935249999999996,-6.352194444444444,512.4,0.8216354638532186,1.18316936269577
SB74750_component_11a,33.30108,-4.955184,542.52099609375,1247.1746826171875,33.300999999999995,-4.955333333333333,354.6,1.0624538633024994,1.5299520476417088
SB74750_component_21a,35.732293,-5.304698,338.3039855957031,1040.9354248046875,35.73233333333333,-5.305,259.5,0.9053197877707876,1.303676245070147
SB74750_component_22a,34.780676,-2.880535,336.9639892578125,646.7638549804688,34.780541666666664,-2.8804999999999996,249.1,0.9393815461934839,1.3527257698025392
SB74750_component_25a,37.728169,-9.163956,339.3030090332031,415.8125305175781,37.72820833333333,-9.16386111111111,206.6,1.1404852024233096,1.6423185335585824
SB74750_component_26a,36.271332,-5.613138,340.4200134277344,1165.822021484375,36.27133333333333,-5.613388888888888,236.4,0.9999997078895132,1.44001697727468
SB74750_component_33a,34.726636,-8.21559,293.4540100097656,894.6768188476562,34.726625,-8.21572222222222,202.7,1.0053529592655057,1.4477257523915423
SB74750_component_34a,37.597607,-4.207885,300.8030090332031,507.25634765625,37.59783333333333,-4.20811111111111,217.6,0.9599653250383486,1.3823667694540585
SB74750_component_35a,31.763983,-8.911971,311.84100341796875,1064.3037109375,31.763916666666663,-8.912249999999998,202.7,1.0683455155243797,1.5384361293437039
SB74750_component_36a,36.249676,-9.709681,298.4230041503906,574.9961547851562,36.24958333333333,-9.710027777777777,205.1,1.0104129377289164,1.4550122094119484
SB74750_component_38a,37.99678,-9.236949,267.50799560546875,201.74057006835938,37.996874999999996,-9.236916666666666,167.3,1.1103837236951597,1.598971880486962
SB74750_component_41a,30.667824,-8.003769,248.40199279785156,465.17230224609375,30.667666666666662,-8.003888888888888,184.1,0.9369869623582828,1.3492775274190743
SB74750_component_43a,37.996843,-4.565684,243.25,259.3283386230469,37.99695833333333,-4.565916666666666,153.8,1.0983197023381153,1.581599479843953
SB74750_component_44a,32.378217,-4.640709,244.8679962158203,787.35693359375,32.378249999999994,-4.64075,218.1,0.7796660482698888,1.122732674075288
SB74750_component_48a,36.003501,-6.645695,220.23899841308594,827.9661254882812,36.003375,-6.645722222222221,124.9,1.2245148204246747,1.7633226454210242
